"Name","State","eval/cosine_accuracy@1","test_cosine_accuracy@1","Sweep","ID","test_cosine_accuracy@5","test_cosine_accuracy@3","test_cosine_AUTOAI_accuracy@1","test_cosine_JURAI_accuracy@1","test_cosine_MEDAI_accuracy@1","test_cosine_REFAI_accuracy@1","context_length","add_discussion_scenario_info","model_name","batch_size","num_epochs","warmup_ratio","dataset_name","dataset_split_name","test_cosine_AUTOAI_accuracy@3","test_cosine_AUTOAI_accuracy@5","test_cosine_JURAI_accuracy@3","test_cosine_JURAI_accuracy@5","test_cosine_MEDAI_accuracy@3","test_cosine_MEDAI_accuracy@5","test_cosine_REFAI_accuracy@3","test_cosine_REFAI_accuracy@5"
"gallant-sweep-26","finished","0.8602409638554217","0.7697841726618705","in distribution all data additional runs","lao15v1n","0.8872901678657075","0.86810551558753","0.7676056338028169","0.6875","0.8440860215053764","0.44","1","false","aari1995/German_Semantic_STS_V2","256","10","0.15","corpus_dataset_v2","dataset_split_in_distribution","0.8591549295774648","0.8873239436619719","0.859375","0.890625","0.913978494623656","0.9247311827956988","0.6","0.6"
"lemon-sweep-34","finished","0.7493975903614458","0.7146282973621103","in distrib all data","7t71vw42","0.7841726618705036","0.7673860911270983","0.7676056338028169","0.640625","0.7150537634408602","0.6","2","false","T-Systems-onsite/german-roberta-sentence-transformer-v2","128","12","0.15","corpus_dataset_v2","dataset_split_in_distribution","0.823943661971831","0.8450704225352113","0.75","0.765625","0.7419354838709677","0.7580645161290323","0.68","0.68"
"good-sweep-20","finished","0.7493975903614458","0.6930455635491607","in distrib all data","k72tqmir","0.8321342925659473","0.7961630695443646","0.7535211267605634","0.65625","0.6881720430107527","0.48","1","false","T-Systems-onsite/german-roberta-sentence-transformer-v2","128","12","0.15","corpus_dataset_v2","dataset_split_in_distribution","0.852112676056338","0.8732394366197183","0.765625","0.828125","0.7903225806451613","0.8172043010752689","0.6","0.72"
"expert-sweep-13","finished","0.7253012048192771","0.6834532374100719","in distrib all data","16b0ind0","0.7721822541966427","0.750599520383693","0.7605633802816901","0.578125","0.6935483870967742","0.44","2","true","T-Systems-onsite/german-roberta-sentence-transformer-v2","256","8","0.1","corpus_dataset_v2","dataset_split_in_distribution","0.8098591549295775","0.823943661971831","0.6875","0.6875","0.7365591397849462","0.7580645161290323","0.68","0.8"
"summer-sweep-9","finished","0.6771084337349398","0.6330935251798561","in distrib all data","1rhkbxfs","0.7745803357314148","0.7458033573141487","0.7183098591549296","0.5625","0.6021505376344086","0.56","2","false","T-Systems-onsite/german-roberta-sentence-transformer-v2","256","12","0.15","corpus_dataset_v2","dataset_split_in_distribution","0.8169014084507042","0.8380281690140845","0.59375","0.640625","0.7419354838709677","0.7741935483870968","0.76","0.76"
"sleek-sweep-22","finished","0.6602409638554216","0.5755395683453237","in distrib all data","2l639n08","0.7314148681055156","0.7002398081534772","0.5985915492957746","0.625","0.5698924731182796","0.36","1","true","T-Systems-onsite/german-roberta-sentence-transformer-v2","128","10","0.15","corpus_dataset_v2","dataset_split_in_distribution","0.7323943661971831","0.7746478873239436","0.734375","0.78125","0.6666666666666666","0.6881720430107527","0.68","0.68"
"dazzling-sweep-12","finished","0.5542168674698795","0.47721822541966424","in distrib all data","q1xc9tv8","0.6282973621103117","0.5947242206235012","0.5070422535211268","0.484375","0.4731182795698925","0.32","2","false","T-Systems-onsite/german-roberta-sentence-transformer-v2","256","10","0.1","corpus_dataset_v2","dataset_split_in_distribution","0.6408450704225352","0.676056338028169","0.5625","0.578125","0.5752688172043011","0.6075268817204301","0.56","0.64"
"celestial-sweep-11","finished","0.5590361445783133","0.4556354916067146","in distrib all data","5q262ver","0.6258992805755396","0.580335731414868","0.5070422535211268","0.453125","0.43548387096774194","0.32","2","false","T-Systems-onsite/cross-en-de-roberta-sentence-transformer","128","8","0.15","corpus_dataset_v2","dataset_split_in_distribution","0.6408450704225352","0.7112676056338029","0.5625","0.609375","0.5645161290322581","0.5860215053763441","0.4","0.48"
"cool-sweep-29","finished","0.4771084337349398","0.4292565947242206","in distrib all data","k6nrods4","0.5539568345323741","0.5251798561151079","0.4507042253521127","0.515625","0.3924731182795699","0.36","3","true","T-Systems-onsite/cross-en-de-roberta-sentence-transformer","256","12","0.15","corpus_dataset_v2","dataset_split_in_distribution","0.5492957746478874","0.5915492957746479","0.578125","0.578125","0.4946236559139785","0.5268817204301075","0.48","0.48"
"still-sweep-6","finished","0.4939759036144578","0.39568345323741005","in distrib all data","5qsfntjg","0.5179856115107914","0.486810551558753","0.39436619718309857","0.46875","0.3709677419354839","0.4","3","true","T-Systems-onsite/cross-en-de-roberta-sentence-transformer","256","10","0.1","corpus_dataset_v2","dataset_split_in_distribution","0.4929577464788733","0.5492957746478874","0.5625","0.578125","0.45698924731182794","0.478494623655914","0.48","0.48"
"iconic-sweep-7","finished","0.4409638554216867","0.3213429256594724","in distrib all data","nzn1mazq","0.49160671462829736","0.4316546762589928","0.352112676056338","0.328125","0.3010752688172043","0.28","3","true","T-Systems-onsite/german-roberta-sentence-transformer-v2","128","10","0.15","corpus_dataset_v2","dataset_split_in_distribution","0.43661971830985913","0.5","0.484375","0.59375","0.41935483870967744","0.45698924731182794","0.36","0.44"
"amber-sweep-28","crashed","0.910843373493976","","in distrib all data","n3n7c7g9","","","","","","","0","false","deutsche-telekom/gbert-large-paraphrase-euclidean","256","12","0.15","corpus_dataset_v2","dataset_split_in_distribution","","","","","","","",""
"vague-sweep-27","crashed","","","in distrib all data","fla5lhco","","","","","","","2","false","aari1995/German_Semantic_STS_V2","256","12","0.1","corpus_dataset_v2","dataset_split_in_distribution","","","","","","","",""
"mild-sweep-31","failed","","","in distrib all data","5byn4gz4","","","","","","","3","false","aari1995/German_Semantic_STS_V2","128","8","0.1","corpus_dataset_v2","dataset_split_in_distribution","","","","","","","",""
