"Name","State","Hostname","eval/cosine_accuracy@1","test_cosine_accuracy@1","Agent","ID","Created","num_epochs","learning_rate","batch_size","context_length","add_discussion_scenario_info","model_name","warmup_ratio","test_cosine_AUTOAI_accuracy@1","test_cosine_JURAI_accuracy@1","test_cosine_MEDAI_accuracy@1","test_cosine_REFAI_accuracy@1","test_cosine_accuracy@5","test_cosine_accuracy@3","test_cosine_AUTOAI_accuracy@3","test_cosine_AUTOAI_accuracy@5","test_cosine_JURAI_accuracy@3","test_cosine_JURAI_accuracy@5","test_cosine_MEDAI_accuracy@3","test_cosine_MEDAI_accuracy@5","test_cosine_REFAI_accuracy@3","test_cosine_REFAI_accuracy@5"
"sleek-sweep-22","finished","gpu1d","0.6602409638554216","0.5755395683453237","","2l639n08","2025-04-10T21:25:24.000Z","10","0.00001","128","1","true","T-Systems-onsite/german-roberta-sentence-transformer-v2","0.15","0.5985915492957746","0.625","0.5698924731182796","0.36","0.7314148681055156","0.7002398081534772","0.7323943661971831","0.7746478873239436","0.734375","0.78125","0.6666666666666666","0.6881720430107527","0.68","0.68"
"dazzling-sweep-12","finished","gpu1d","0.5542168674698795","0.47721822541966424","","q1xc9tv8","2025-04-09T02:52:57.000Z","10","0.00001","256","2","false","T-Systems-onsite/german-roberta-sentence-transformer-v2","0.1","0.5070422535211268","0.484375","0.4731182795698925","0.32","0.6282973621103117","0.5947242206235012","0.6408450704225352","0.676056338028169","0.5625","0.578125","0.5752688172043011","0.6075268817204301","0.56","0.64"
"celestial-sweep-11","finished","gpu1a","0.5590361445783133","0.4556354916067146","","5q262ver","2025-04-09T02:10:09.000Z","8","0.00001","128","2","false","T-Systems-onsite/cross-en-de-roberta-sentence-transformer","0.15","0.5070422535211268","0.453125","0.43548387096774194","0.32","0.6258992805755396","0.580335731414868","0.6408450704225352","0.7112676056338029","0.5625","0.609375","0.5645161290322581","0.5860215053763441","0.4","0.48"
"cool-sweep-29","finished","gpu1a","0.4771084337349398","0.4292565947242206","","k6nrods4","2025-04-12T02:15:12.000Z","12","0.00002","256","3","true","T-Systems-onsite/cross-en-de-roberta-sentence-transformer","0.15","0.4507042253521127","0.515625","0.3924731182795699","0.36","0.5539568345323741","0.5251798561151079","0.5492957746478874","0.5915492957746479","0.578125","0.578125","0.4946236559139785","0.5268817204301075","0.48","0.48"
"still-sweep-6","finished","gpu1a","0.4939759036144578","0.39568345323741005","","5qsfntjg","2025-04-08T11:56:38.000Z","10","0.00002","256","3","true","T-Systems-onsite/cross-en-de-roberta-sentence-transformer","0.1","0.39436619718309857","0.46875","0.3709677419354839","0.4","0.5179856115107914","0.486810551558753","0.4929577464788733","0.5492957746478874","0.5625","0.578125","0.45698924731182794","0.478494623655914","0.48","0.48"
"iconic-sweep-7","finished","gpu1d","0.4409638554216867","0.3213429256594724","","nzn1mazq","2025-04-08T15:17:45.000Z","10","0.00001","128","3","true","T-Systems-onsite/german-roberta-sentence-transformer-v2","0.15","0.352112676056338","0.328125","0.3010752688172043","0.28","0.49160671462829736","0.4316546762589928","0.43661971830985913","0.5","0.484375","0.59375","0.41935483870967744","0.45698924731182794","0.36","0.44"
"fresh-sweep-35","running","gpu1d","0.8530120481927711","","","bo3l11yz","2025-04-21T20:38:11.000Z","10","0.00002","256","2","false","deutsche-telekom/gbert-large-paraphrase-euclidean","0.1","","","","","","","","","","","","","",""
"lively-sweep-37","running","gpu1c","0.8144578313253013","","","e6lf1aef","2025-04-22T05:28:10.000Z","10","0.00003","256","2","false","aari1995/German_Semantic_STS_V2","0.1","","","","","","","","","","","","","",""
"mild-sweep-31","failed","gpu8a","","","","5byn4gz4","2025-04-12T04:35:44.000Z","8","0.00001","128","3","false","aari1995/German_Semantic_STS_V2","0.1","","","","","","","","","","","","","",""
"usual-sweep-38","running","gpu1b","0.7373493975903614","","","qkp4rjgv","2025-04-22T06:45:11.000Z","10","0.00003","256","2","false","aari1995/German_Semantic_STS_V2","0.15","","","","","","","","","","","","","",""
"clear-sweep-36","running","gpu1a","0.8361445783132531","","","zw8cwjqm","2025-04-22T00:12:03.000Z","10","0.00002","256","2","false","deutsche-telekom/gbert-large-paraphrase-euclidean","0.15","","","","","","","","","","","","","",""
